t,density
0.000000,2.000000
0.100165,1.553648
0.200331,1.381555
0.300496,1.297187
0.400661,1.243805
0.500826,1.202844
0.600992,1.169922
0.701157,1.142195
0.801322,1.120141
0.901487,1.098305
1.001653,1.079344
1.101818,1.061672
1.201983,1.043945
1.302149,1.029211
1.402314,1.014586
1.502479,1.000906
1.602644,0.989539
1.702810,0.980422
1.802975,0.969430
1.903140,0.959070
2.003305,0.948914
2.103471,0.941016
2.203636,0.931445
2.303801,0.923000
2.403966,0.914727
2.504132,0.907578
2.604297,0.899500
2.704462,0.892492
2.804628,0.886195
2.904793,0.881117
3.004958,0.873727
3.105123,0.866680
3.205289,0.862969
3.305454,0.857977
3.405619,0.853695
3.505785,0.848109
3.605950,0.842719
3.706115,0.837391
3.806280,0.831789
3.906446,0.827805
4.006611,0.823141
4.106776,0.817320
4.206942,0.815609
4.307106,0.811383
4.407272,0.807336
4.507437,0.803250
4.607603,0.799820
4.707768,0.795055
4.807933,0.790461
4.908098,0.787500
5.008264,0.782914
5.108429,0.780766
5.208594,0.776469
5.308759,0.775602
5.408925,0.771445
5.509090,0.767984
5.609255,0.766211
5.709420,0.762852
5.809586,0.758461
5.909751,0.755961
6.009916,0.753008
6.110082,0.751852
6.210247,0.748938
6.310412,0.746680
6.410577,0.743258
6.510743,0.741445
6.610908,0.739336
6.711073,0.735102
6.811238,0.732969
6.911404,0.730945
7.011569,0.728508
7.111734,0.725844
7.211899,0.722820
7.312065,0.720398
7.412230,0.718281
7.512395,0.716664
7.612561,0.715820
7.712726,0.713711
7.812891,0.710328
7.913056,0.707469
8.013222,0.706336
8.113387,0.703656
8.213552,0.703195
8.313718,0.701219
8.413883,0.698719
8.514048,0.697617
8.614213,0.696781
8.714378,0.694305
8.814544,0.692602
8.914709,0.691219
9.014874,0.688914
9.115040,0.688469
9.215205,0.685656
9.315371,0.684258
9.415536,0.683820
9.515700,0.682352
9.615866,0.681258
9.716031,0.679367
9.816196,0.677977
9.916362,0.677094
10.016527,0.675883
10.116693,0.673719
10.216858,0.673508
10.317023,0.671352
10.417189,0.670547
10.517353,0.668000
10.617518,0.666516
10.717684,0.665820
10.817849,0.664477
10.918015,0.662742
11.018180,0.661836
11.118345,0.660250
11.218511,0.660617
11.318676,0.657680
11.418840,0.656773
11.519006,0.654008
11.619171,0.654086
11.719337,0.652992
11.819502,0.651727
11.919667,0.651766
12.019833,0.648633
12.119998,0.646414
12.220163,0.644266
12.320329,0.641180
12.420493,0.641070
12.520658,0.639758
12.620824,0.639195
12.720989,0.637781
12.821155,0.636687
12.921320,0.636578
13.021485,0.636953
13.121651,0.634687
13.221816,0.631977
13.321981,0.631266
13.422146,0.630914
13.522311,0.629648
13.622477,0.630094
13.722642,0.630352
13.822807,0.628336
13.922973,0.625656
14.023138,0.627266
14.123303,0.627359
14.223469,0.626938
14.323634,0.624797
14.423799,0.623617
14.523964,0.622414
14.624129,0.620602
14.724295,0.620445
14.824460,0.620195
14.924625,0.619891
15.024791,0.619062
15.124956,0.616969
15.225121,0.615867
15.325287,0.616273
15.425451,0.613867
15.525617,0.613992
15.625782,0.611750
15.725947,0.611820
15.826113,0.610469
15.926278,0.609156
16.026443,0.607133
16.126608,0.606984
16.226774,0.606719
16.326939,0.607273
16.427105,0.606773
16.527269,0.606422
16.627436,0.605086
16.727600,0.604938
16.827766,0.604055
16.927931,0.604570
17.028095,0.604625
17.128262,0.603578
17.228426,0.603578
17.328592,0.601773
17.428757,0.599711
17.528923,0.598531
17.629087,0.598148
17.729254,0.597164
17.829418,0.596945
17.929583,0.596719
18.029749,0.595336
18.129913,0.594063
18.230080,0.591070
18.330244,0.590719
18.430410,0.590984
18.530575,0.589773
18.630741,0.589602
18.730906,0.587938
18.831072,0.587305
18.931236,0.585484
19.031401,0.584586
19.131567,0.584867
19.231731,0.584391
19.331898,0.584078
19.432062,0.582203
19.532228,0.580578
19.632393,0.580547
19.732559,0.581555
19.832724,0.580297
19.932888,0.579711
20.033054,0.580102
20.133219,0.580703
20.233385,0.580891
20.333549,0.580617
20.433716,0.580313
20.533880,0.577922
20.634047,0.577156
20.734211,0.576773
20.834377,0.574391
20.934542,0.573125
21.034706,0.572977
21.134872,0.571562
21.235037,0.569898
21.335203,0.568813
21.435368,0.568703
21.535534,0.569578
21.635698,0.568961
21.735865,0.566633
21.836029,0.565742
21.936193,0.564242
22.036360,0.564000
22.136524,0.562750
22.236691,0.562922
22.336855,0.563328
22.437021,0.562133
22.537186,0.562289
22.637352,0.561500
22.737516,0.561484
22.837681,0.561531
22.937847,0.560141
23.038012,0.559820
23.138178,0.558133
23.238342,0.557742
23.338509,0.557797
23.438673,0.555797
23.538839,0.556734
23.639004,0.556391
23.739170,0.556016
23.839334,0.554594
23.939499,0.554891
24.039665,0.555906
24.139830,0.554453
24.239996,0.553586
24.340160,0.551656
24.440327,0.551055
24.540491,0.552172
24.640657,0.552586
24.740822,0.550828
24.840986,0.549727
24.941153,0.551875
25.041317,0.550805
25.141483,0.550180
25.241648,0.551406
25.341814,0.549617
25.441978,0.549609
25.542145,0.548555
25.642309,0.547883
25.742476,0.546883
25.842640,0.545805
25.942804,0.544484
26.042971,0.544359
26.143135,0.543430
26.243301,0.543969
26.343466,0.543594
26.443632,0.543609
26.543797,0.542781
26.643963,0.541547
26.744127,0.540469
26.844292,0.538953
26.944458,0.538148
27.044622,0.537781
27.144789,0.539227
27.244953,0.538164
27.345119,0.538203
27.445284,0.536617
27.545450,0.536133
27.645615,0.535359
27.745781,0.537359
27.845945,0.535906
27.946110,0.535234
28.046276,0.533695
28.146441,0.532250
28.246607,0.531945
28.346771,0.531438
28.446938,0.530570
28.547102,0.530680
28.647268,0.532086
28.747433,0.532781
28.847597,0.532438
28.947763,0.532039
29.047928,0.532641
29.148094,0.531648
29.248259,0.532031
29.348425,0.530023
29.448589,0.530719
29.548756,0.529625
29.648920,0.530352
29.749086,0.530703
29.849251,0.530937
29.949415,0.531312
30.049582,0.530813
30.149746,0.528953
30.249912,0.528633
30.350077,0.527711
30.450243,0.527539
30.550407,0.527555
30.650574,0.527008
30.750738,0.526578
30.850903,0.524500
30.951069,0.523695
31.051233,0.522070
31.151400,0.520883
31.251564,0.521563
31.351730,0.520844
31.451895,0.522109
31.552061,0.521531
31.652225,0.519469
31.752392,0.518398
31.852556,0.518141
31.952721,0.517820
32.052887,0.517016
32.153053,0.516977
32.253216,0.517586
32.353382,0.516977
32.453548,0.516922
32.553715,0.517000
32.653877,0.515859
32.754044,0.515148
32.854210,0.517031
32.954372,0.516211
33.054539,0.516383
33.154705,0.514250
33.254871,0.513742
33.355034,0.513992
33.455200,0.514500
33.555367,0.514000
33.655533,0.513422
33.755695,0.514070
33.855862,0.512695
33.956028,0.512984
34.056190,0.512156
34.156357,0.511211
34.256523,0.511172
34.356689,0.510836
34.456852,0.510055
34.557018,0.509312
34.657185,0.508500
34.757347,0.509258
34.857513,0.508406
34.957680,0.506859
35.057846,0.506516
35.158009,0.507656
35.258175,0.507898
35.358341,0.506906
35.458508,0.505695
35.558670,0.505242
35.658836,0.504188
35.759003,0.505945
35.859165,0.506195
35.959332,0.505344
36.059498,0.505820
36.159664,0.505156
36.259827,0.504984
36.359993,0.505211
36.460159,0.504695
36.560326,0.505719
36.660488,0.505203
36.760654,0.504492
36.860821,0.503453
36.960983,0.505578
37.061150,0.505812
37.161316,0.505266
37.261482,0.504313
37.361645,0.504406
37.461811,0.503148
37.561977,0.502945
37.662144,0.502398
37.762306,0.501234
37.862473,0.501492
37.962639,0.500141
38.062801,0.499781
38.162968,0.499141
38.263134,0.497750
38.363300,0.497852
38.463463,0.498500
38.563629,0.498250
38.663795,0.498555
38.763958,0.498164
38.864124,0.496133
38.964291,0.495508
