t,density
0.000000,2.000000
0.100198,1.548728
0.200396,1.377042
0.300594,1.292930
0.400792,1.241604
0.500990,1.203062
0.601188,1.171818
0.701386,1.144886
0.801584,1.121178
0.901782,1.100128
1.001980,1.081856
1.102178,1.064446
1.202376,1.047096
1.302574,1.033954
1.402772,1.020346
1.502970,1.007534
1.603168,0.995664
1.703366,0.984504
1.803564,0.974524
1.903762,0.963678
2.003960,0.954970
2.104158,0.946032
2.204356,0.938352
2.304554,0.930720
2.404752,0.922530
2.504951,0.916526
2.605149,0.909154
2.705347,0.902144
2.805545,0.896144
2.905743,0.888980
3.005940,0.884138
3.106138,0.878216
3.206336,0.872562
3.306535,0.867022
3.406733,0.862150
3.506931,0.857502
3.607129,0.852794
3.707327,0.849008
3.807525,0.844470
3.907723,0.839626
4.007921,0.835322
4.108119,0.831586
4.208317,0.827142
4.308515,0.823544
4.408713,0.819248
4.508911,0.815504
4.609109,0.812746
4.709307,0.808888
4.809505,0.804424
4.909703,0.800562
5.009901,0.796920
5.110099,0.793998
5.210297,0.791414
5.310495,0.787948
5.410693,0.785610
5.510891,0.782212
5.611089,0.778772
5.711287,0.776700
5.811485,0.773476
5.911683,0.770558
6.011881,0.768066
6.112079,0.765458
6.212277,0.761838
6.312475,0.760182
6.412673,0.758978
6.512871,0.755738
6.613069,0.754234
6.713267,0.751238
6.813465,0.749116
6.913663,0.746930
7.013861,0.744800
7.114059,0.742244
7.214257,0.740196
7.314456,0.737800
7.414653,0.736884
7.514852,0.734268
7.615049,0.732920
7.715248,0.730436
7.815445,0.728004
7.915644,0.725964
8.015841,0.724240
8.116039,0.723690
8.216237,0.721748
8.316436,0.719310
8.416634,0.718120
8.516831,0.716178
8.617029,0.714610
8.717228,0.712696
8.817426,0.710682
8.917624,0.709316
9.017821,0.707736
9.118020,0.706532
9.218218,0.704588
9.318416,0.703046
9.418613,0.701424
9.518812,0.700280
9.619010,0.698702
9.719208,0.697330
9.819406,0.694820
9.919604,0.693150
10.019802,0.691094
10.120000,0.690268
10.220198,0.689414
10.320395,0.688656
10.420594,0.686638
10.520792,0.685358
10.620990,0.683480
10.721188,0.682022
10.821386,0.680880
10.921584,0.679894
11.021782,0.677838
11.121980,0.677730
11.222178,0.676668
11.322376,0.674874
11.422574,0.673750
11.522772,0.672360
11.622971,0.670624
11.723168,0.669610
11.823366,0.668166
11.923564,0.667926
12.023762,0.666496
12.123960,0.665492
12.224158,0.664690
12.324356,0.663130
12.424554,0.662514
12.524753,0.660966
12.624950,0.659406
12.725148,0.658766
12.825346,0.658256
12.925545,0.656720
13.025743,0.655680
13.125940,0.654430
13.226138,0.652344
13.326337,0.652018
13.426535,0.650066
13.526732,0.649210
13.626930,0.648218
13.727129,0.646526
13.827327,0.646062
13.927525,0.645216
14.027722,0.645296
14.127920,0.644054
14.228119,0.642836
14.328317,0.641390
14.428514,0.640452
14.528712,0.639816
14.628911,0.639088
14.729109,0.637806
14.829307,0.637462
14.929504,0.636390
15.029703,0.635722
15.129901,0.634440
15.230099,0.633194
15.330297,0.632892
15.430495,0.632164
15.530693,0.632260
15.630891,0.631238
15.731089,0.631222
15.831287,0.629388
15.931485,0.628756
16.031683,0.628204
16.131882,0.626986
16.232079,0.625766
16.332277,0.624538
16.432474,0.623966
16.532673,0.622586
16.632872,0.621018
16.733068,0.620886
16.833267,0.620026
16.933466,0.619322
17.033663,0.618202
17.133862,0.617472
17.234058,0.617384
17.334257,0.616744
17.434456,0.616162
17.534653,0.615898
17.634851,0.614646
17.735050,0.613754
17.835247,0.613408
17.935446,0.612030
18.035643,0.611546
18.135841,0.610936
18.236040,0.610520
18.336237,0.609836
18.436436,0.609010
18.536633,0.609238
18.636831,0.607568
18.737030,0.607380
18.837227,0.606390
18.937426,0.605656
19.037624,0.605152
19.137821,0.604224
19.238020,0.603526
19.338217,0.602912
19.438416,0.601964
19.538614,0.601846
19.638811,0.601588
19.739010,0.600190
19.839209,0.599266
19.939405,0.598744
20.039604,0.598536
20.139801,0.597058
20.240000,0.596588
20.340199,0.596514
20.440395,0.596312
20.540594,0.594944
20.640791,0.594244
20.740990,0.593518
20.841188,0.593710
20.941385,0.593422
21.041584,0.592756
21.141783,0.593032
21.241980,0.591378
21.342178,0.590676
21.442375,0.590794
21.542574,0.589512
21.642773,0.589468
