t,density
0.000000,2.000000
0.100068,1.546088
0.200136,1.378086
0.300204,1.296300
0.400272,1.245776
0.500340,1.208454
0.600408,1.176898
0.700476,1.151214
0.800544,1.127998
0.900612,1.107580
1.000680,1.089324
1.100748,1.072426
1.200816,1.056100
1.300884,1.041402
1.400952,1.029210
1.501020,1.016388
1.601088,1.005004
1.701156,0.994540
1.801224,0.984396
1.901292,0.974582
2.001360,0.964214
2.101428,0.955550
2.201496,0.947708
2.301564,0.939680
2.401632,0.932792
2.501700,0.926290
2.601768,0.919438
2.701836,0.913646
2.801904,0.908074
2.901972,0.901738
3.002040,0.896222
3.102108,0.890200
3.202176,0.884782
3.302244,0.880844
3.402312,0.874760
3.502380,0.869948
3.602448,0.866332
3.702516,0.860854
3.802584,0.856842
3.902652,0.851876
4.002720,0.848316
4.102788,0.845002
4.202856,0.840594
4.302924,0.836910
4.402992,0.832618
4.503060,0.829752
4.603128,0.826600
4.703196,0.823746
4.803264,0.819654
4.903332,0.816232
5.003400,0.812752
5.103468,0.809776
5.203536,0.806860
5.303604,0.804102
5.403672,0.801716
5.503740,0.798702
5.603808,0.795016
5.703876,0.793224
5.803944,0.790792
5.904012,0.788858
6.004080,0.786232
6.104148,0.785052
6.204216,0.781962
6.304284,0.779852
6.404352,0.777314
6.504420,0.774702
6.604488,0.772324
6.704556,0.770716
6.804624,0.768136
6.904692,0.766620
7.004760,0.764026
7.104828,0.761850
7.204896,0.759738
7.304964,0.758408
7.405032,0.756108
7.505100,0.754092
7.605168,0.752304
7.705236,0.750654
7.805304,0.749250
7.905372,0.747718
8.005440,0.746354
8.105508,0.743812
8.205576,0.742262
8.305644,0.739878
8.405712,0.738222
8.505780,0.736412
8.605847,0.734676
8.705915,0.732790
8.805984,0.731532
8.906052,0.730272
9.006120,0.728972
9.106188,0.727196
9.206256,0.724850
9.306324,0.724094
9.406392,0.721364
9.506460,0.719818
9.606527,0.719240
9.706595,0.717470
9.806664,0.716350
9.906732,0.715012
10.006800,0.713704
10.106868,0.712578
10.206936,0.711712
10.307004,0.709500
10.407072,0.707426
10.507140,0.706324
10.607207,0.705258
10.707275,0.704138
10.807343,0.703586
10.907412,0.702528
11.007480,0.700644
11.107548,0.699772
11.207616,0.698868
11.307684,0.697242
11.407752,0.696566
11.507820,0.695038
11.607887,0.693016
11.707955,0.691866
11.808023,0.690358
11.908092,0.689064
12.008160,0.687832
12.108228,0.688066
12.208296,0.687782
12.308364,0.687068
12.408432,0.684740
12.508500,0.683730
12.608567,0.682004
12.708635,0.681536
12.808703,0.681128
12.908772,0.680166
13.008840,0.679124
13.108908,0.676926
13.208976,0.675914
13.309044,0.675810
13.409112,0.675124
13.509180,0.673970
13.609247,0.673266
13.709315,0.671872
13.809383,0.671524
13.909451,0.670932
14.009520,0.670288
14.109588,0.668956
14.209656,0.667706
14.309724,0.666472
14.409792,0.665286
14.509860,0.663862
14.609927,0.662540
14.709995,0.661810
14.810063,0.661206
14.910131,0.660698
15.010200,0.660064
15.110268,0.659226
15.210336,0.658994
15.310404,0.658218
15.410472,0.657694
15.510540,0.657088
15.610607,0.655690
15.710675,0.655244
15.810743,0.654302
15.910811,0.652870
16.010880,0.652328
16.110947,0.652028
16.211016,0.651332
16.311083,0.650228
16.411152,0.649108
16.511219,0.647468
16.611288,0.647246
16.711355,0.647164
16.811424,0.645848
16.911491,0.645010
17.011560,0.643750
17.111628,0.642818
17.211695,0.642374
17.311764,0.641916
17.411831,0.641398
17.511900,0.640316
17.611967,0.639384
17.712036,0.638728
17.812103,0.637948
