t,density
0.000000,1.000000
0.025112,0.976175
0.050224,0.954668
0.075337,0.935204
0.100449,0.917436
0.125561,0.901355
0.150673,0.886497
0.175786,0.872821
0.200898,0.860042
0.226010,0.848487
0.251122,0.837603
0.276235,0.827481
0.301347,0.818094
0.326459,0.809178
0.351571,0.800894
0.376684,0.793088
0.401796,0.785559
0.426908,0.778565
0.452020,0.772103
0.477132,0.765775
0.502245,0.759851
0.527357,0.754379
0.552469,0.748937
0.577581,0.743681
0.602694,0.738790
0.627806,0.734204
0.652918,0.729525
0.678030,0.725048
0.703143,0.720993
0.728255,0.716978
0.753367,0.713032
0.778479,0.709300
0.803592,0.705779
0.828704,0.702400
0.853816,0.699073
0.878928,0.695651
0.904041,0.692539
0.929153,0.689315
0.954265,0.686350
0.979377,0.683371
1.004489,0.680515
1.029602,0.677571
1.054714,0.674905
1.079826,0.672351
1.104938,0.669791
1.130051,0.667302
1.155163,0.664905
1.180275,0.662583
1.205387,0.660297
1.230500,0.657952
1.255612,0.655650
1.280724,0.653542
1.305836,0.651451
1.330948,0.649328
1.356061,0.647179
1.381173,0.645205
1.406285,0.643214
1.431397,0.641283
1.456510,0.639532
1.481622,0.637729
1.506734,0.635937
1.531846,0.634264
1.556959,0.632427
1.582071,0.630857
1.607183,0.629050
1.632295,0.627329
1.657408,0.625657
1.682520,0.624090
1.707632,0.622622
1.732744,0.620953
1.757856,0.619360
1.782969,0.617768
1.808081,0.616308
1.833193,0.614839
1.858305,0.613433
1.883418,0.612076
1.908530,0.610696
1.933642,0.609155
1.958754,0.607858
1.983867,0.606551
2.008979,0.605216
2.034091,0.603889
2.059203,0.602499
2.084316,0.601166
2.109428,0.600017
2.134540,0.598761
2.159652,0.597580
2.184765,0.596306
2.209877,0.595080
2.234989,0.593960
2.260101,0.592749
2.285213,0.591650
2.310326,0.590569
2.335438,0.589322
2.360550,0.588260
2.385662,0.587272
2.410775,0.586226
2.435887,0.585226
2.460999,0.584170
2.486111,0.583220
2.511224,0.582074
2.536336,0.581064
2.561448,0.580154
2.586560,0.579181
2.611673,0.578177
2.636785,0.577312
2.661897,0.576391
2.687009,0.575423
2.712121,0.574590
2.737234,0.573634
2.762346,0.572925
2.787458,0.571971
2.812570,0.571048
2.837683,0.570155
2.862795,0.569245
2.887907,0.568338
2.913019,0.567479
2.938132,0.566776
2.963244,0.565944
2.988356,0.565099
3.013468,0.564349
3.038581,0.563527
3.063693,0.562575
3.088805,0.561863
3.113917,0.561077
3.139030,0.560330
3.164142,0.559514
3.189254,0.558797
3.214366,0.557939
3.239478,0.557153
3.264591,0.556443
3.289703,0.555641
3.314815,0.554937
3.339927,0.554135
3.365040,0.553477
3.390152,0.552708
3.415264,0.552057
3.440376,0.551300
3.465489,0.550651
3.490601,0.549804
3.515713,0.549096
3.540825,0.548420
3.565938,0.547687
3.591050,0.547038
3.616162,0.546493
3.641274,0.545800
3.666386,0.545211
3.691499,0.544498
3.716611,0.543755
3.741723,0.543020
3.766835,0.542360
3.791948,0.541715
3.817060,0.541026
3.842172,0.540410
3.867284,0.539782
3.892397,0.539267
3.917509,0.538853
3.942621,0.538221
3.967733,0.537592
3.992846,0.536869
4.017958,0.536235
4.043070,0.535599
4.068182,0.535045
4.093295,0.534519
4.118407,0.533888
4.143519,0.533366
4.168631,0.532685
4.193743,0.532144
4.218856,0.531558
4.243968,0.530869
4.269080,0.530317
4.294192,0.529737
4.319304,0.529148
4.344417,0.528552
4.369529,0.528001
4.394641,0.527383
4.419754,0.526847
4.444866,0.526362
4.469978,0.525782
4.495090,0.525296
4.520203,0.524818
4.545315,0.524328
4.570427,0.523769
4.595539,0.523212
4.620651,0.522757
4.645764,0.522195
4.670876,0.521767
4.695988,0.521216
4.721100,0.520614
4.746212,0.520135
4.771325,0.519634
4.796437,0.519136
4.821549,0.518668
4.846662,0.518088
4.871774,0.517627
4.896886,0.517165
4.921998,0.516828
4.947111,0.516353
4.972223,0.515776
4.997335,0.515293
5.022447,0.514911
5.047559,0.514603
5.072672,0.514165
5.097784,0.513789
5.122896,0.513349
5.148008,0.512925
5.173120,0.512493
5.198233,0.512138
5.223345,0.511668
5.248457,0.511241
5.273570,0.510801
5.298682,0.510475
5.323794,0.510130
5.348906,0.509731
5.374019,0.509371
5.399131,0.508924
5.424243,0.508442
5.449355,0.508080
5.474467,0.507673
5.499580,0.507228
5.524692,0.506801
5.549804,0.506377
5.574916,0.505991
5.600029,0.505637
5.625141,0.505203
5.650253,0.504744
5.675365,0.504316
5.700478,0.503981
5.725590,0.503609
5.750702,0.503095
5.775814,0.502720
5.800927,0.502418
5.826039,0.501973
5.851151,0.501623
5.876263,0.501210
5.901375,0.500876
5.926488,0.500589
5.951600,0.500180
5.976712,0.499747
6.001824,0.499423
6.026937,0.499048
6.052049,0.498750
6.077161,0.498468
6.102273,0.497950
6.127386,0.497476
6.152498,0.497114
6.177610,0.496747
6.202722,0.496488
6.227835,0.496158
6.252947,0.495769
6.278059,0.495466
6.303171,0.495059
6.328283,0.494658
6.353396,0.494238
6.378508,0.493967
6.403620,0.493682
6.428732,0.493261
6.453845,0.492878
6.478957,0.492573
6.504069,0.492157
6.529181,0.491797
6.554294,0.491493
6.579406,0.491183
6.604518,0.490765
6.629630,0.490414
6.654743,0.489900
6.679855,0.489556
6.704967,0.489135
6.730079,0.488809
6.755191,0.488409
6.780303,0.488100
6.805416,0.487731
6.830528,0.487359
6.855640,0.487019
6.880753,0.486780
6.905865,0.486543
6.930977,0.486218
6.956089,0.485764
6.981202,0.485426
7.006314,0.485134
7.031426,0.484814
7.056538,0.484431
7.081651,0.484183
7.106763,0.483825
7.131875,0.483485
7.156987,0.483105
7.182099,0.482707
7.207211,0.482437
7.232324,0.482184
7.257436,0.481826
7.282548,0.481500
7.307661,0.481111
7.332773,0.480763
7.357885,0.480384
7.382998,0.480193
7.408110,0.479878
7.433222,0.479502
7.458334,0.479151
7.483446,0.478903
7.508559,0.478531
7.533671,0.478419
7.558783,0.477966
7.583895,0.477807
7.609007,0.477630
7.634120,0.477343
7.659232,0.477078
7.684344,0.476837
7.709456,0.476463
7.734569,0.476243
7.759681,0.476043
7.784793,0.475697
7.809906,0.475339
7.835018,0.475027
7.860130,0.474764
7.885242,0.474383
7.910354,0.474137
7.935467,0.473859
7.960579,0.473634
7.985691,0.473439
8.010803,0.473242
8.035915,0.473005
8.061028,0.472776
8.086140,0.472482
8.111252,0.472256
8.136364,0.471871
8.161477,0.471530
8.186589,0.471308
8.211701,0.470929
8.236814,0.470735
8.261926,0.470552
8.287038,0.470241
8.312150,0.469887
8.337262,0.469717
8.362374,0.469445
8.387486,0.469171
8.412599,0.468899
8.437712,0.468595
8.462824,0.468347
8.487936,0.468118
8.513048,0.467839
8.538160,0.467537
8.563272,0.467262
8.588385,0.467036
8.613497,0.466698
8.638609,0.466385
8.663721,0.466131
8.688833,0.465866
8.713946,0.465556
8.739058,0.465204
8.764171,0.464995
8.789283,0.464794
8.814395,0.464463
8.839507,0.464188
8.864619,0.464099
8.889731,0.463835
8.914844,0.463556
8.939956,0.463358
8.965068,0.463026
8.990180,0.462810
9.015293,0.462722
9.040405,0.462513
9.065517,0.462309
9.090630,0.462104
9.115742,0.461777
9.140854,0.461606
9.165966,0.461444
9.191078,0.461174
9.216190,0.460986
9.241302,0.460751
9.266415,0.460600
9.291528,0.460502
9.316640,0.460318
9.341752,0.460105
9.366864,0.459881
9.391976,0.459633
9.417089,0.459428
9.442201,0.459204
9.467313,0.458933
9.492425,0.458699
9.517537,0.458515
9.542649,0.458324
9.567762,0.458034
9.592875,0.457694
9.617987,0.457459
9.643099,0.457176
9.668211,0.456936
9.693323,0.456705
9.718435,0.456464
9.743547,0.456241
9.768660,0.455976
9.793772,0.455716
9.818884,0.455595
9.843996,0.455350
9.869109,0.455088
9.894221,0.454913
9.919333,0.454626
9.944446,0.454429
9.969558,0.454232
9.994670,0.454004
10.019782,0.453800
10.044894,0.453575
10.070006,0.453263
10.095119,0.453014
10.120231,0.452909
10.145344,0.452724
10.170456,0.452559
10.195568,0.452404
10.220680,0.452280
10.245792,0.451995
10.270905,0.451849
10.296017,0.451584
10.321129,0.451361
10.346241,0.451150
10.371353,0.450977
10.396465,0.450642
10.421577,0.450493
10.446691,0.450152
10.471803,0.450039
10.496915,0.449963
10.522027,0.449838
10.547139,0.449627
10.572251,0.449467
10.597363,0.449317
10.622476,0.449034
10.647588,0.448776
10.672700,0.448525
10.697812,0.448380
10.722925,0.448147
10.748037,0.447901
10.773149,0.447736
10.798262,0.447388
10.823374,0.447236
10.848486,0.447028
10.873598,0.446769
10.898710,0.446582
10.923822,0.446356
10.948935,0.446112
10.974047,0.445848
10.999160,0.445513
11.024272,0.445321
11.049384,0.445154
11.074496,0.444940
11.099608,0.444760
11.124721,0.444527
11.149833,0.444391
11.174945,0.444416
11.200057,0.444191
11.225169,0.443966
11.250281,0.443768
11.275393,0.443678
11.300507,0.443569
11.325619,0.443320
11.350731,0.443086
11.375843,0.442931
11.400955,0.442655
11.426067,0.442437
11.451180,0.442209
11.476292,0.442140
11.501404,0.441969
11.526516,0.441723
11.551628,0.441689
11.576741,0.441611
11.601853,0.441357
11.626966,0.441238
11.652078,0.441065
11.677190,0.440929
11.702302,0.440708
11.727414,0.440584
11.752526,0.440401
11.777638,0.440209
11.802751,0.440024
11.827863,0.439923
11.852976,0.439654
11.878088,0.439443
11.903200,0.439286
11.928312,0.439010
11.953424,0.438678
11.978537,0.438511
12.003649,0.438304
12.028761,0.438143
12.053873,0.438069
12.078985,0.437863
12.104097,0.437680
12.129210,0.437453
12.154323,0.437161
12.179435,0.437020
12.204547,0.436743
12.229659,0.436669
12.254771,0.436651
12.279883,0.436498
12.304996,0.436355
12.330108,0.436048
12.355220,0.435862
12.380332,0.435801
12.405444,0.435566
12.430557,0.435392
12.455669,0.435158
12.480782,0.435079
12.505894,0.434937
12.531006,0.434815
12.556118,0.434564
12.581230,0.434448
12.606342,0.434311
12.631454,0.434047
12.656567,0.433892
12.681679,0.433796
12.706792,0.433627
12.731904,0.433460
12.757016,0.433239
12.782128,0.433129
12.807240,0.432937
12.832353,0.432777
12.857465,0.432650
12.882577,0.432568
12.907689,0.432391
12.932801,0.432213
12.957913,0.432083
12.983026,0.431929
13.008139,0.431678
13.033251,0.431515
13.058363,0.431374
13.083475,0.431178
13.108587,0.431035
13.133699,0.430782
13.158812,0.430732
13.183924,0.430693
13.209036,0.430553
13.234148,0.430388
13.259260,0.430235
13.284373,0.430064
13.309485,0.429830
13.334598,0.429633
13.359710,0.429464
13.384822,0.429246
13.409934,0.428989
13.435046,0.428821
13.460158,0.428701
13.485271,0.428587
13.510383,0.428484
13.535495,0.428408
13.560607,0.428357
13.585720,0.428135
13.610832,0.427920
13.635944,0.427768
13.661057,0.427624
13.686169,0.427462
13.711281,0.427394
13.736393,0.427277
13.761505,0.427253
13.786617,0.427056
13.811729,0.426801
13.836842,0.426715
13.861955,0.426520
13.887067,0.426408
13.912179,0.426312
13.937291,0.426171
13.962403,0.425919
13.987515,0.425821
14.012628,0.425677
14.037740,0.425518
14.062852,0.425442
14.087964,0.425354
14.113076,0.425103
14.138189,0.424930
14.163301,0.424688
14.188414,0.424566
14.213526,0.424452
14.238638,0.424322
14.263750,0.424211
14.288862,0.424197
14.313974,0.424043
14.339087,0.423906
14.364199,0.423787
14.389311,0.423544
14.414423,0.423342
14.439536,0.423110
14.464648,0.422985
14.489760,0.422888
14.514873,0.422768
14.539985,0.422671
14.565097,0.422465
14.590209,0.422192
14.615321,0.422090
14.640433,0.421894
14.665545,0.421796
14.690658,0.421695
14.715771,0.421541
14.740883,0.421428
14.765995,0.421349
14.791107,0.421286
14.816219,0.421199
14.841331,0.421001
14.866444,0.420767
14.891556,0.420542
14.916668,0.420318
14.941780,0.420104
14.966892,0.419953
14.992005,0.419896
15.017118,0.419731
15.042230,0.419757
15.067342,0.419549
