t,density
0.000000,2.000000
0.100357,1.656580
0.200714,1.447448
0.301071,1.310976
0.401429,1.214040
0.501786,1.142360
0.602143,1.085416
0.702500,1.039644
0.802857,0.998224
0.903214,0.962192
1.003571,0.930392
1.103928,0.900344
1.204286,0.872924
1.304643,0.847632
1.405000,0.824048
1.505357,0.801720
1.605714,0.781484
1.706071,0.761592
1.806428,0.743424
1.906785,0.725168
2.007143,0.708092
2.107500,0.693012
2.207857,0.677740
2.308214,0.663508
2.408571,0.650520
2.508928,0.637652
2.609285,0.625476
2.709643,0.612308
2.810000,0.601140
2.910357,0.590836
3.010714,0.580212
3.111071,0.569280
3.211428,0.558228
3.311785,0.549216
3.412143,0.540264
3.512500,0.531536
3.612857,0.523892
3.713214,0.515748
3.813571,0.507616
3.913928,0.499656
4.014286,0.492932
4.114643,0.485868
4.215000,0.479868
4.315357,0.473136
4.415714,0.466292
4.516071,0.460648
4.616428,0.454460
4.716785,0.449484
4.817142,0.443644
4.917500,0.437724
5.017857,0.432660
5.118214,0.427724
5.218571,0.423180
5.318928,0.418136
5.419285,0.413016
5.519642,0.408628
5.619999,0.405052
5.720356,0.401220
5.820714,0.396664
5.921071,0.392480
6.021428,0.387860
6.121785,0.384308
6.222142,0.379780
6.322499,0.375756
6.422856,0.372696
6.523214,0.369264
6.623571,0.366280
6.723928,0.362836
6.824285,0.359404
6.924642,0.356348
7.024999,0.353820
7.125357,0.350060
7.225714,0.346520
7.326071,0.344756
7.426428,0.341572
7.526785,0.338644
7.627142,0.335308
7.727499,0.332084
7.827857,0.330112
7.928214,0.327172
8.028571,0.324084
8.128928,0.321732
8.229285,0.319112
8.329642,0.316756
8.429999,0.314240
8.530356,0.311324
8.630713,0.309432
8.731071,0.307388
8.831428,0.305688
8.931785,0.304068
9.032142,0.302052
9.132499,0.299292
9.232857,0.297308
9.333214,0.294508
9.433571,0.293628
9.533928,0.292032
9.634285,0.289896
9.734642,0.288688
9.834999,0.286656
9.935356,0.284864
10.035713,0.282660
10.136070,0.280756
10.236427,0.278512
10.336784,0.277276
10.437141,0.275552
10.537499,0.273872
10.637856,0.272476
10.738214,0.270584
10.838571,0.269408
10.938928,0.268376
11.039285,0.266976
11.139642,0.265960
11.239999,0.264276
11.340356,0.263216
11.440713,0.261976
11.541070,0.260220
11.641427,0.259040
11.741785,0.257704
11.842142,0.256552
11.942499,0.255476
12.042856,0.254112
12.143213,0.252656
12.243570,0.250768
12.343927,0.249424
12.444284,0.248032
12.544641,0.246960
12.644999,0.245848
12.745356,0.244828
12.845713,0.243408
12.946071,0.241692
13.046428,0.240632
13.146785,0.239752
13.247142,0.238772
13.347499,0.237572
13.447856,0.237020
13.548213,0.235352
13.648570,0.234436
13.748927,0.233476
13.849284,0.232196
13.949641,0.231440
14.049998,0.230904
14.150356,0.229820
14.250713,0.228664
14.351070,0.227544
14.451427,0.226392
14.551785,0.225572
14.652142,0.224644
14.752499,0.223972
14.852856,0.222644
14.953213,0.221828
15.053570,0.220820
15.153927,0.219984
15.254284,0.218940
15.354642,0.218160
15.454999,0.217480
15.555356,0.216964
15.655713,0.216408
15.756070,0.215772
15.856427,0.214756
15.956784,0.214032
16.057142,0.213564
16.157499,0.213148
16.257856,0.212512
16.358213,0.211864
16.458570,0.211488
