t,density
0.000000,2.000000
0.100012,1.557454
0.200023,1.381476
0.300035,1.293750
0.400046,1.240142
0.500058,1.201036
0.600069,1.167624
0.700081,1.139660
0.800092,1.114336
0.900104,1.092148
1.000115,1.073000
1.100127,1.055036
1.200138,1.037716
1.300150,1.022286
1.400161,1.006884
1.500173,0.992960
1.600184,0.980308
1.700196,0.967478
1.800207,0.957218
1.900219,0.946148
2.000230,0.936328
2.100242,0.928208
2.200253,0.919520
2.300265,0.912122
2.400276,0.903628
2.500288,0.896576
2.600299,0.888674
2.700311,0.881374
2.800322,0.873650
2.900334,0.867372
3.000345,0.861876
3.100357,0.855568
3.200368,0.850024
3.300380,0.843882
3.400391,0.838970
3.500403,0.833210
3.600415,0.827568
3.700426,0.822848
3.800437,0.817568
3.900449,0.812618
4.000461,0.809944
4.100472,0.805950
4.200484,0.801026
4.300495,0.796594
4.400506,0.791688
4.500518,0.788116
4.600530,0.784582
4.700541,0.780460
4.800553,0.776564
4.900564,0.773428
5.000576,0.769980
5.100587,0.766564
5.200599,0.763614
5.300610,0.760504
5.400622,0.757970
5.500633,0.754256
5.600645,0.751642
5.700656,0.748322
5.800668,0.745490
5.900679,0.742310
6.000691,0.739438
6.100702,0.736514
6.200714,0.733432
6.300725,0.730952
6.400737,0.727912
6.500748,0.724932
6.600760,0.722248
6.700771,0.719462
6.800783,0.717388
6.900795,0.714640
7.000806,0.712306
7.100818,0.710468
7.200829,0.707366
7.300840,0.705252
7.400852,0.702564
7.500864,0.700898
7.600875,0.699668
7.700887,0.697160
7.800898,0.695280
7.900909,0.693670
8.000921,0.690968
8.100932,0.689704
8.200944,0.686880
8.300956,0.684692
8.400968,0.683662
8.500978,0.681904
8.600990,0.679478
8.701002,0.677824
8.801013,0.675228
8.901025,0.674018
9.001037,0.672126
9.101048,0.670480
9.201059,0.669874
9.301071,0.668574
9.401082,0.666600
9.501094,0.664436
9.601106,0.662566
9.701117,0.660682
9.801128,0.658678
9.901140,0.657030
10.001151,0.656082
10.101163,0.654212
10.201175,0.653496
10.301186,0.651868
10.401197,0.650476
10.501209,0.648846
10.601220,0.647258
10.701232,0.646432
10.801244,0.644114
10.901255,0.642422
11.001266,0.641330
11.101278,0.640410
11.201289,0.638828
11.301301,0.637720
11.401313,0.636430
11.501324,0.634722
11.601336,0.633752
11.701347,0.633072
11.801358,0.630836
11.901370,0.630010
12.001382,0.628352
12.101393,0.627106
12.201405,0.626194
12.301416,0.624406
12.401427,0.623154
12.501439,0.620672
12.601451,0.619994
12.701462,0.619020
12.801474,0.618422
12.901485,0.616742
13.001496,0.616200
13.101508,0.614774
13.201520,0.612942
13.301531,0.611714
13.401543,0.610372
13.501554,0.610514
13.601565,0.609132
13.701577,0.608336
13.801589,0.606732
13.901601,0.604964
14.001612,0.604294
14.101624,0.603940
14.201635,0.602600
14.301646,0.601416
14.401658,0.600440
14.501670,0.600008
14.601681,0.599368
14.701693,0.598576
14.801704,0.597624
14.901715,0.596240
15.001727,0.595926
15.101739,0.594632
15.201750,0.593002
15.301762,0.592162
15.401773,0.591426
15.501784,0.590582
15.601796,0.589304
15.701808,0.588504
15.801819,0.587590
15.901831,0.586446
16.001842,0.585344
16.101854,0.584140
16.201864,0.583202
16.301876,0.581974
16.401888,0.581226
16.501900,0.581084
16.601912,0.579636
16.701923,0.578706
16.801935,0.578490
16.901945,0.578254
17.001957,0.576676
17.101969,0.576808
17.201981,0.575854
17.301992,0.574598
17.402004,0.573624
17.502014,0.572322
17.602026,0.571942
17.702038,0.570446
17.802050,0.569598
17.902061,0.568908
18.002073,0.568186
18.102083,0.566976
18.202095,0.566000
18.302107,0.565372
18.402119,0.565366
18.502131,0.565428
18.602142,0.564754
18.702152,0.563684
18.802164,0.562780
18.902176,0.561414
19.002188,0.561324
19.102200,0.560312
19.202211,0.559436
19.302221,0.558034
19.402233,0.557212
19.502245,0.556694
19.602257,0.555426
19.702269,0.555038
19.802280,0.554418
19.902290,0.553090
20.002302,0.552398
20.102314,0.552176
20.202326,0.550678
20.302338,0.550076
20.402349,0.549628
20.502359,0.549248
20.602371,0.548416
20.702383,0.547570
20.802395,0.547106
20.902407,0.546778
21.002419,0.545982
21.102428,0.545360
21.202440,0.544466
21.302452,0.544304
21.402464,0.543404
21.502476,0.543252
21.602488,0.543486
21.702497,0.542708
21.802509,0.542578
21.902521,0.541592
22.002533,0.540946
22.102545,0.540284
22.202557,0.539734
22.302568,0.539448
22.402578,0.538808
22.502590,0.537882
22.602602,0.537122
22.702614,0.536794
22.802626,0.535816
22.902637,0.535090
23.002647,0.534146
23.102659,0.533306
23.202671,0.533056
23.302683,0.532624
23.402695,0.532522
23.502707,0.532588
23.602716,0.531736
23.702728,0.531042
23.802740,0.530402
23.902752,0.530096
24.002764,0.529536
24.102776,0.529882
24.202785,0.529248
24.302797,0.528940
24.402809,0.527586
24.502821,0.526538
24.602833,0.525490
24.702845,0.525176
24.802855,0.524596
24.902866,0.524094
25.002878,0.524136
25.102890,0.523884
25.202902,0.523556
25.302914,0.522106
25.402924,0.521360
25.502935,0.521578
25.602947,0.520826
25.702959,0.520928
25.802971,0.520036
25.902983,0.519306
26.002993,0.518808
26.103004,0.518940
26.203016,0.518380
26.303028,0.517264
26.403040,0.517190
26.503052,0.516914
26.603062,0.516578
26.703074,0.515738
26.803085,0.514694
26.903097,0.514088
27.003109,0.514214
27.103121,0.513800
27.203131,0.513260
27.303143,0.512506
27.403154,0.512482
27.503166,0.511616
27.603178,0.510500
27.703190,0.510334
27.803202,0.510358
27.903212,0.509596
28.003223,0.509292
28.103235,0.509424
28.203247,0.509442
28.303259,0.508878
28.403271,0.508750
28.503281,0.507860
28.603292,0.508078
28.703304,0.507836
28.803316,0.507072
28.903328,0.506542
29.003340,0.506338
29.103350,0.505696
29.203362,0.504972
29.303373,0.504234
29.403385,0.503690
29.503397,0.502690
29.603409,0.502622
29.703419,0.502004
29.803431,0.501130
29.903442,0.500808
30.003454,0.500192
30.103466,0.499262
30.203478,0.498872
30.303488,0.498566
30.403500,0.498182
30.503511,0.496954
30.603523,0.496904
30.703535,0.496842
30.803547,0.496222
30.903557,0.495296
31.003569,0.495224
31.103580,0.494720
31.203592,0.494356
31.303604,0.494114
31.403616,0.493488
31.503626,0.493194
31.603638,0.492698
31.703650,0.492606
31.803661,0.493062
31.903673,0.493110
32.003685,0.492318
32.103695,0.491666
32.203709,0.492060
32.303719,0.492024
32.403728,0.491256
32.503742,0.490860
32.603752,0.490246
32.703766,0.489684
32.803776,0.489510
32.903790,0.489214
33.003799,0.489126
33.103809,0.488766
33.203823,0.488764
33.303833,0.488536
33.403847,0.487808
33.503857,0.487790
33.603870,0.487496
33.703880,0.486750
33.803890,0.486644
33.903904,0.486520
34.003914,0.486184
34.103928,0.485788
34.203938,0.485030
34.303947,0.484654
34.403961,0.484110
34.503971,0.484430
34.603985,0.484142
34.703995,0.483452
34.804008,0.483072
34.904018,0.482916
35.004028,0.482396
35.104042,0.482030
35.204052,0.481286
35.304066,0.480610
35.404076,0.480080
35.504086,0.480478
35.604099,0.479880
35.704109,0.478486
35.804123,0.478152
35.904133,0.477848
36.004147,0.477436
36.104156,0.476946
36.204166,0.476518
36.304180,0.476480
36.404190,0.476198
36.504204,0.476398
36.604214,0.475838
36.704224,0.475792
36.804237,0.474730
36.904247,0.474200
37.004261,0.473648
37.104271,0.473076
37.204285,0.473106
37.304295,0.472596
37.404305,0.472506
37.504318,0.472172
37.604328,0.472992
37.704342,0.472556
37.804352,0.471836
37.904362,0.471494
38.004375,0.471230
38.104385,0.470598
38.204399,0.470636
38.304409,0.470378
38.404423,0.469986
38.504433,0.469442
38.604443,0.469540
38.704456,0.468988
38.804466,0.468478
38.904480,0.468076
39.004490,0.467800
39.104504,0.466862
39.204514,0.466538
39.304523,0.466926
39.404537,0.466930
39.504547,0.466198
39.604561,0.465608
39.704571,0.465430
39.804581,0.465166
39.904594,0.465288
40.004604,0.464710
40.104618,0.464740
40.204628,0.464730
40.304642,0.463896
40.404652,0.463994
40.504662,0.463442
40.604675,0.463252
40.704685,0.462650
40.804699,0.462518
40.904709,0.462186
41.004719,0.462148
41.104733,0.461884
41.204742,0.461542
41.304756,0.461092
41.404766,0.460362
41.504780,0.459658
